Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,"Marital Status",Children,Housing,"Other Pets",NumPets,Gender,Specie,Chip,Sex,Race,Age,State
Animal,Francis,Cuba,Lugo,Palma,31864,1752,169,499,1084,1922,27,Abogado,Administración y gestión de empresas,divorced,0,loft,hamster,0,nobinary,bunny,yes,castrated_male,Bloodhound (Sabueso de San Huberto),7,adopted
PublicationAdoption,Michele,Mexico,Guadalajara,Santa Coloma de Gramenet,59895,3501,1746,1654,101,830,91,Periodista,Bellas artes,single,16,quadplex,snake,2,other,snake,yes,intact_female,Ca de Bestiar,11,unknown
PublicationAdoption,Daniel,Alemania,Toledo,Lleida,67322,3297,1490,1493,314,1134,47,Paleontólogo,Negocios y comercio,married,16,detached house,snake,9,other,other,yes,unknow,Basset de Westphalie,15,dead
PublicationStray,John,Peru,Valencia,Coín,70457,3432,1623,1211,598,651,21,Enfermero,Criminología,single,18,loft,hamster,9,male,,,,,0,
Comment,Jeffrey,Peru,Córdoba,Cádiz,82504,3979,1598,484,1897,1215,51,Físico,Tecnología y protección del medio ambiente,,19,studio,bunny,6,nobinary,,,,,0,
Comment,Christine,Alemania,Valladolid,Alcázar de San Juan,38288,5323,1548,1996,1779,909,46,Profesor,ESO,married,4,quadplex,dog,15,other,,,,,0,
Animal,Freida,Bolivia,La Gomera,Girona,27594,2459,1429,79,951,138,96,Cocinero,Trabajo y atención social,separated,20,quadplex,other,19,female,dog,unknown,intact_male,Sabueso de Transilvania,8,other
Animal,Mark,Cuba,Sevilla,Torrelavega,64918,3861,1532,1934,395,390,97,Frutero,Economía,married,10,loft,turtles,12,female,dog,,intact_female,Lowchen (Pequeño Perro León),1,other
PublicationHelp,Jesica,Malta,Navarra,Huelva,91648,1949,821,62,1066,1540,29,Químico,Ciencias políticas,separated,1,duplex,snake,10,male,,,,,0,
PublicationStrayAddress,Betty,El Salvador,Jaén,Ortigueira,84385,3312,1904,798,610,1005,97,Ingeniero,Ciencias políticas,married,13,triplex,other,12,female,,,,,0,
PublicationHelp,Jacquiline,Chile,Jaén,Cuenca,34183,3881,1932,1166,783,1168,91,Politólogo,Economía,married,16,ground floor with garden,snake,2,other,,,,,0,
Comment,Melissa,Nicaragua,Lérida,La Orotava,72689,1788,1610,104,74,1294,30,Biólogo,Bachillerato,single,11,attic,hamster,6,,,,,,0,
Animal,Lamonica,Pakistan,Gran Canaria,Tarragona,19936,3232,143,1959,1130,1452,6,Lechero,ESO,,19,duplex,turtles,9,,other,no,intact_male,Dobermann,1,adopted
PublicationStray,Darci,Republica Dominicana,Huesca,Melilla,80376,4262,1705,1218,1339,867,18,,Tecnología y protección del medio ambiente,relationship,17,bungalows,turtles,3,female,,,,,0,
Event,Angelina,Pakistan,Salamanca,Barcelona,25781,3336,696,1688,952,617,81,Músico,Mercadotecnia y publicidad,separated,8,detached house,snake,3,male,,,,,0,
PublicationHelp,Bonnie,Guinea Ecuatorial,Huelva,Las Palmas,16154,3284,1360,995,929,1087,14,Bibliotecólogo,Derecho,relationship,12,duplex,dog,2,,,,,,0,
Comment,Evelyn,España,Salamanca,Badalona,13090,3699,1755,254,1690,905,73,Enfermero,Tecnologías de la información y comunicación,relationship,14,terraced house,,19,male,,,,,0,
Event,Shannon,Pakistan,Ceuta,Getafe,88019,1667,1276,181,210,995,83,Farmacólogo,"Negocios y administración, programas multidisciplinarios o generales",single,16,quadplex,turtles,13,,,,,,0,
PublicationAdoption,Hazel,Paraguay,Sevilla,Terrassa,20769,4821,1919,1423,1479,1574,86,Lavandero,Negocios y comercio,,0,semi-detached house,bunny,1,male,hamster,no,unknow,Grifón de Bruselas,5,dead
PublicationStrayAddress,Joyce,Costa Rica,Huelva,Eibar,60178,3144,1200,1931,13,1559,82,Electricista,Administración y gestión de empresas,single,18,detached house,bunny,8,other,,,,,0,
PublicationHelp,Joshua,Republica de Irlanda,Madrid,Mataró,11112,3181,1775,1287,119,503,30,Paleontólogo,Contabilidad y fiscalización,married,13,flat,,1,male,,,,,0,
PublicationStray,Ashley,Malta,Valencia,Segovia,52278,3389,1144,1714,531,1306,95,Cocinero,Magisterio,relationship,16,ground floor,snake,7,female,,,,,0,
PublicationAdoption,Gary,Pakistan,Alava,,58100,2880,414,473,1993,1155,11,Botánico,Magisterio,single,5,flat,bunny,19,,dog,unknown,intact_female,Bichon Boloñes,0,sick
Event,Lucas,Malta,León,Melilla,28750,2765,681,1722,362,1745,34,,Criminología,divorced,9,semi-detached house,dog,18,nobinary,,,,,0,
PublicationStrayAddress,Donald,Ecuador,La Gomera,Castile–La Mancha,32855,3552,1607,1051,894,1233,97,Frutero,Tecnología y protección del medio ambiente,married,6,ground floor with garden,dog,17,female,,,,,0,
PublicationStray,Jorge,Venezuela,Pontevedra,Jumilla,60007,3638,1414,1006,1218,750,14,Paramédico,Criminología,relationship,2,,,10,other,,,,,0,
PublicationHelp,David,Guinea Ecuatorial,Cantabria,Ortigueira,20389,3277,961,769,1547,107,73,Biólogo,ESO,divorced,8,studio,snake,6,male,,,,,0,
PublicationStray,Victoria,India,Cantabria,Guadix,72016,2674,570,1859,245,859,57,Lechero,Ingeniería Informatica,single,20,studio,dog,6,nobinary,,,,,0,
PublicationStrayAddress,Daniel,Ecuador,Castellón,Guadalupe,62034,2835,960,1505,370,459,55,,Ingeniería mecánica y metalurgia,separated,15,attic,bunny,13,nobinary,,,,,0,
Event,Kimberly,India,Burgos,Santa Coloma de Gramenet,95661,1908,118,568,1222,1278,97,Psicólogo,Negocios y comercio,divorced,2,detached house,other,6,,,,,,0,
Animal,Anne,Pakistan,La Palma,Mieres,31019,2799,318,808,1673,1474,34,Sociólogo,Ingeniería mecánica y metalurgia,,7,ground floor with garden,dog,18,female,bunny,no,intact_female,Epagneul Picard,5,sick
PublicationHelp,Christina,Reino Unido,Girona,Segovia,90738,2405,424,610,1371,1458,39,Matemático,Derecho,divorced,7,ground floor,hamster,3,,,,,,0,
PublicationStray,Jacqueline,Singapur,Murcia,Manresa,62156,4010,1860,341,1809,100,79,Computista,Psicología,divorced,19,flat,turtles,0,other,,,,,0,
PublicationStrayAddress,Ronald,Malta,Valencia,Navarra,35408,3986,1147,1566,1273,225,55,Farmacólogo,Contabilidad y fiscalización,single,16,loft,hamster,10,,,,,,0,
PublicationAdoption,Jennifer,Chile,Avila,Reus,88619,2610,787,1150,673,1857,80,Biólogo,Contabilidad y fiscalización,married,3,bungalows,,15,male,other,,intact_male,Dálmata,10,foster
PublicationHelp,Sara,Cuba,Fuerteventura,Las Palmas,10674,1341,1112,75,154,1351,39,Ingeniero,Contabilidad y fiscalización,married,1,triplex,other,12,other,,,,,0,
Animal,Richard,Nicaragua,Lugo,Murcia,25741,3842,1645,1860,337,1896,3,Cocinero,Economía,married,6,duplex,other,16,nobinary,snake,no,intact_female,Spinone Italiano,19,vet
PublicationStray,Thomas,Republica Dominicana,Ibiza,Bujalance,58534,2752,904,1573,275,905,72,Abogado,Criminología,separated,19,bungalows,turtles,18,,,,,,0,
Event,Irene,Paraguay,Alicante,Tortosa,70985,3607,1716,911,980,113,75,Matemático,Bachillerato,single,15,apartment,hamster,2,,,,,,0,
PublicationStrayAddress,Ana,Republica Dominicana,Lugo,Melilla,38100,1760,844,460,456,942,38,Filólogo,Psicología,single,7,duplex,dog,5,,,,,,0,
PublicationStray,Barbara,Bolivia,La Gomera,Motril,44229,3935,1596,925,1414,1620,95,Biólogo,Mercadotecnia y publicidad,,20,triplex,other,2,other,,,,,0,
Animal,Jim,Paraguay,Asturias,Don Benito,35499,2535,505,1707,323,49,59,Médico cirujano,Ingeniería Informatica,single,15,apartment,dog,10,other,cat,yes,intact_female,Seppala Siberiano,12,foster
Animal,Sheena,Nicaragua,Cáceres,Sanlúcar de Barrameda,19373,3702,1664,843,1195,13,83,Politólogo,Tecnología y protección del medio ambiente,divorced,10,quadplex,,13,female,turtles,no,neutered_female,Cairn terrier,11,dead
PublicationAdoption,Dale,Ecuador,Ceuta,Tarragona,50841,1985,490,217,1278,179,47,Sociólogo,Magisterio,married,4,duplex,snake,19,,cat,unknown,intact_female,Volpino Italiano,11,healthy
Event,Luanne,Singapur,Valladolid,Sabadell,97264,4410,1517,1912,981,690,4,Psicólogo,Ciencias políticas,single,2,ground floor with garden,hamster,14,male,,,,,0,
Event,Ralph,Argentina,Córdoba,Segovia,33035,1093,127,745,221,788,65,Ingeniero,Criminología,married,14,studio,bunny,20,,,,,,0,
PublicationHelp,Anthony,Chile,El Hierro,Guadix,81456,2296,5,1438,853,981,78,Bibliotecólogo,Ingeniería Informatica,relationship,17,flat,other,16,,,,,,0,
Event,James,Panama,Vizcaya,Villarrobledo,28879,3744,878,984,1882,1923,76,Botánico,Administración y gestión de empresas,divorced,11,,turtles,19,,,,,,0,
Animal,Jared,Panama,Badajoz,Basque Country,84807,2475,1188,840,447,1560,69,Físico,Ciencias políticas,relationship,18,flat,cat,1,female,turtles,no,unknow,Kai,13,unknown
PublicationStray,Edna,El Salvador,Ibiza,Santurtzi,52981,2243,198,893,1152,3,80,Electricista,"Negocios y administración, programas multidisciplinarios o generales",,16,studio,other,1,female,,,,,0,
PublicationAdoption,Curtis,Chile,Cáceres,Tarragona,52552,4440,1671,1070,1699,1536,80,Psicólogo,Bellas artes,married,8,triplex,dog,19,female,cat,unknown,neutered_female,Boxer,19,other
PublicationStray,Lillie,Cuba,Asturias,Motril,87409,2861,490,1678,693,160,2,Matemático,Derecho,divorced,8,ground floor,bunny,3,nobinary,,,,,0,
PublicationAdoption,Daniel,Francia,Zamora,Vilagarcía de Arousa,96314,2936,1233,279,1424,999,29,Paramédico,Contabilidad y fiscalización,married,18,triplex,hamster,20,female,dog,,intact_male,Balkan Hound,5,unknown
PublicationStrayAddress,Sarah,Peru,Ibiza,Córdoba,19792,3531,558,1154,1819,981,2,Mecánico,Tecnologías de la información y comunicación,relationship,12,ground floor with garden,other,0,nobinary,,,,,0,
Animal,Kyle,Panama,Cuenca,Telde,97647,3215,1802,1260,153,45,92,Paleontólogo,Magisterio,single,6,flat,bunny,3,female,dog,unknown,neutered_female,Collie de Pelo Cort,19,sick
Comment,Brenda,Pakistan,Lanzarote,Cartagena,22626,2245,1202,885,158,1392,92,Geógrafo,"Negocios y administración, programas multidisciplinarios o generales",single,16,duplex,dog,17,male,,,,,0,
PublicationStrayAddress,Mikel,India,Barcelona,Guipúzcoa,20302,3330,1567,1282,481,1698,82,Psicólogo,Trabajo y atención social,,1,loft,bunny,2,other,,,,,0,
Animal,Lucy,Malta,Badajoz,Funes,89728,2966,1076,1689,201,1484,40,Electricista,Trabajo y atención social,divorced,12,quadplex,bunny,4,other,cat,yes,unknow,Gordon Setter,11,sick
PublicationStray,Walter,Republica Dominicana,Fuerteventura,Vilalba,57820,2343,504,1723,116,954,82,Farmacólogo,Ciencias políticas,,15,terraced house,hamster,20,nobinary,,,,,0,
Event,Beverly,Ecuador,Navarra,Basque Country,23882,3070,1150,52,1868,1847,35,Psicólogo,Derecho,relationship,16,quadplex,other,10,female,,,,,0,
PublicationHelp,Rebecca,Chile,Girona,Ourense,38647,3438,1055,1930,453,290,26,Enfermero,Derecho,relationship,17,apartment,other,3,,,,,,0,
PublicationStrayAddress,Evelyn,Paraguay,Valencia,Gijón,74711,2304,1573,610,121,915,18,Lechero,Mercadotecnia y publicidad,single,16,bungalows,,19,male,,,,,0,
PublicationStrayAddress,Olivia,Paraguay,Lérida,Guadalajara,68663,2008,967,749,292,1939,14,Enfermero,Ingeniería Informatica,separated,1,detached house,other,13,other,,,,,0,
Comment,Laura,España,Cuenca,Sestao,24405,2299,963,1262,74,1779,80,Artesano,Negocios y comercio,relationship,6,ground floor,other,7,male,,,,,0,
PublicationStray,Andrew,Republica de Irlanda,Ibiza,Balearic Islands,43104,2605,187,505,1913,448,1,Cerrajero,Psicología,married,17,terraced house,dog,17,,,,,,0,
PublicationStrayAddress,Linda,Singapur,Cuenca,San Martín del Rey Aurelio,16102,2366,1036,212,1118,1758,58,Historiador,Magisterio,single,13,terraced house,hamster,18,male,,,,,0,
Comment,Ruth,Cuba,Teruel,Guernica,44678,4676,1244,1740,1692,1260,21,,Magisterio,separated,8,terraced house,dog,7,female,,,,,0,
PublicationStrayAddress,Candy,Reino Unido,El Hierro,Ciudad Real,63550,2387,1469,259,659,390,36,Profesor,Sociología y antropología,,6,ground floor with garden,dog,4,male,,,,,0,
Event,Sheldon,Malta,Soria,A Coruña,19045,2738,1456,1266,16,649,37,Mecánico,Bachillerato,married,0,studio,,9,other,,,,,0,
PublicationHelp,Hope,Mexico,Toledo,Llívia,93842,1403,234,613,556,924,89,Frutero,"Finanzas, banca y seguros",separated,20,detached house,hamster,19,female,,,,,0,
Comment,Edward,Republica de Irlanda,Santa Cruz de Tenerife,Almendralejo,77078,3411,1725,540,1146,1763,72,Farmacólogo,Ciencias políticas,relationship,20,loft,other,7,female,,,,,0,
Comment,Willard,Alemania,Alicante,Basque Country,35335,1654,541,515,598,306,77,Periodista,Administración y gestión de empresas,single,19,ground floor,dog,12,female,,,,,0,
PublicationAdoption,Karen,Mexico,Jaén,Oviedo,89197,695,120,55,520,1679,68,Electricista,Administración y gestión de empresas,,8,apartment,bunny,3,,snake,,neutered_female,Akita,4,vet
PublicationStray,Lorenzo,Mexico,El Hierro,Segovia,86161,2346,1019,295,1032,692,79,Arquitecto,Trabajo y atención social,divorced,7,,hamster,3,male,,,,,0,
PublicationAdoption,Joe,Bolivia,Cuenca,Villarrobledo,97046,3260,1121,1270,869,1402,37,Cocinero,Tecnología y protección del medio ambiente,separated,15,terraced house,,10,male,dog,yes,neutered_female,Mastín de los Pirineos,19,other
Comment,Dustin,Reino Unido,Asturias,Funes,40383,4374,661,1773,1940,1883,17,Arquitecto,Tecnologías de la información y comunicación,single,12,studio,bunny,3,,,,,,0,
Comment,Lourdes,Guinea Ecuatorial,Cantabria,Dos Hermanas,33273,3327,1048,668,1611,856,68,Cerrajero,Bachillerato,relationship,19,flat,other,10,other,,,,,0,
PublicationHelp,Alison,Republica Dominicana,Sevilla,Huelva,41802,1312,436,529,347,1552,89,Contador,Administración y gestión de empresas,separated,15,semi-detached house,dog,9,other,,,,,0,
PublicationAdoption,William,Costa Rica,Formentera,Mérida,97040,1783,38,339,1406,413,89,Contador,Criminología,,8,ground floor with garden,snake,3,female,other,,intact_male,English Toy Terrier,9,healthy
PublicationHelp,Omer,Panama,Jaén,Priego de Córdoba,62810,2234,545,1064,625,946,11,Lechero,"Finanzas, banca y seguros",married,2,flat,bunny,8,other,,,,,0,
PublicationHelp,Kenneth,Reino Unido,Ceuta,Teruel,41808,1252,204,793,255,1764,15,,Tecnologías de la información y comunicación,married,17,apartment,other,2,female,,,,,0,
PublicationAdoption,James,Paraguay,Ceuta,Ronda,72345,3850,1549,1652,649,1668,100,Historiador,Ingeniería química,separated,14,attic,,2,other,other,unknown,intact_male,Collie de Pelo Largo,14,unknown
Comment,David,Peru,Palencia,Tortosa,65065,3250,1110,619,1521,1756,62,Químico,Psicología,married,2,studio,cat,0,other,,,,,0,
Comment,Rose,Guatemala,Asturias,Ceuta (autonomous city),47140,2220,1391,817,12,119,19,Artesano,Negocios y comercio,separated,2,terraced house,hamster,1,male,,,,,0,
PublicationAdoption,Dixie,Malta,Gran Canaria,Guipúzcoa,74737,4734,1307,1741,1686,809,64,Computista,Sociología y antropología,single,11,loft,snake,12,female,hamster,no,unknow,Saarloos,6,healthy
Animal,Johanna,Peru,Huelva,Puerto Real,38591,3179,1163,281,1735,775,79,Enfermero,Administración y gestión de empresas,,6,quadplex,hamster,1,nobinary,other,no,unknow,Dobermann,0,foster
PublicationAdoption,Harvey,Chile,Teruel,San Martín del Rey Aurelio,86428,2432,1030,834,568,205,7,Químico,Administración y gestión de empresas,,5,,hamster,14,male,snake,no,neutered_female,Retriever de Nueva Escocia,19,healthy
PublicationAdoption,Nathan,Peru,Castellón,Arucas,21340,4072,593,1480,1999,1506,65,Abogado,Bellas artes,relationship,2,detached house,dog,20,,cat,yes,intact_male,Grifón de Bruselas,8,dead
Event,Lynette,Pakistan,Sevilla,Carballo,30099,1713,115,1027,571,243,19,Arquitecto,Ingeniería Informatica,married,20,detached house,hamster,8,other,,,,,0,
PublicationAdoption,Mary,Paraguay,Avila,Úbeda,17260,2762,1630,973,159,681,36,Farmacólogo,Negocios y comercio,relationship,3,,dog,13,female,hamster,no,castrated_male,Billy,18,unknown
PublicationStrayAddress,Josh,Costa Rica,Albacete,Granollers,61325,3380,752,1872,756,1905,22,Abogado,Magisterio,relationship,5,attic,other,19,male,,,,,0,
PublicationAdoption,Michael,India,Cuenca,Mieres,55430,2492,1779,534,179,1960,93,Físico,Criminología,single,15,studio,bunny,9,other,cat,no,intact_male,Lhasa Apso,1,other
PublicationStrayAddress,Melissa,Bolivia,Salamanca,Barakaldo,52301,2513,1691,673,149,803,95,,ESO,relationship,3,loft,bunny,1,male,,,,,0,
PublicationHelp,Lucius,Republica de Irlanda,Huelva,Ciudad Real,72786,2796,1638,210,948,351,90,Músico,Tecnologías de la información y comunicación,divorced,5,terraced house,hamster,6,nobinary,,,,,0,
PublicationStrayAddress,John,Paraguay,El Hierro,Valladolid,97449,4205,1898,1906,401,1581,85,Geógrafo,Negocios y comercio,single,4,semi-detached house,cat,3,other,,,,,0,
Event,Margaret,Guatemala,Vizcaya,Irun,94019,3375,209,1434,1732,1224,36,Periodista,Ingeniería química,,10,detached house,,1,nobinary,,,,,0,
Event,Linda,El Salvador,Cáceres,Sevilla,85135,1801,779,780,242,1359,21,Periodista,Ingeniería Informatica,separated,6,loft,hamster,10,nobinary,,,,,0,
Event,Kelli,Paraguay,El Hierro,Sevilla,57506,4982,1846,1623,1513,1869,55,Lechero,Tecnología y protección del medio ambiente,single,20,studio,bunny,9,female,,,,,0,
PublicationStrayAddress,Jason,El Salvador,Fuerteventura,Peñarroya-Pueblonuevo,76734,1295,748,266,281,936,5,Computista,Mercadotecnia y publicidad,separated,14,ground floor,snake,20,other,,,,,0,
PublicationStrayAddress,Pamela,Chile,Alava,Vitoria-Gasteiz,99052,2227,1989,93,145,1870,54,Biólogo,"Finanzas, banca y seguros",relationship,19,attic,hamster,3,nobinary,,,,,0,
PublicationStray,Derrick,Costa Rica,Valladolid,Murcia,68299,4678,1558,1288,1832,1908,28,Médico cirujano,Negocios y comercio,,4,quadplex,snake,5,male,,,,,0,
PublicationStrayAddress,Julian,Argentina,Palencia,Sestao,92319,2847,1557,364,926,373,77,Cerrajero,Tecnología y protección del medio ambiente,separated,2,,cat,15,male,,,,,0,
Animal,Norma,Honduras,Burgos,Carballo,81888,3141,1076,969,1096,322,85,Técnico de sonido,Ingeniería mecánica y metalurgia,,8,attic,snake,6,female,cat,,unknow,Cocker Spaniel Inglés,5,healthy
PublicationAdoption,Jose,Alemania,Guipuzcoa,A Coruña,90173,3264,1253,71,1940,1250,37,Archivólogo,Tecnología y protección del medio ambiente,single,5,studio,snake,5,nobinary,cat,yes,castrated_male,Cane Corso,13,unknown
Animal,Michael,Guatemala,Guipuzcoa,L’Hospitalet de Llobregat,35015,1274,593,264,417,78,9,Farmacólogo,Derecho,married,3,detached house,dog,16,nobinary,hamster,yes,intact_female,Schapendoes,15,healthy
Comment,Virginia,Singapur,Palencia,Puertollano,82719,3513,608,1998,907,1944,53,Secretaria,Criminología,married,2,duplex,cat,11,,,,,,0,
PublicationAdoption,Christa,Guinea Ecuatorial,La Gomera,Santa Coloma de Gramenet,46883,4419,1720,1135,1564,365,59,Cocinero,"Negocios y administración, programas multidisciplinarios o generales",separated,11,duplex,snake,16,other,dog,yes,castrated_male,Braco de Ariege,6,healthy
PublicationStrayAddress,Nicole,España,Huesca,Badalona,50218,3596,327,1811,1458,758,67,Abogado,Ingeniería química,married,4,semi-detached house,cat,1,nobinary,,,,,0,
Animal,Collin,Republica de Irlanda,Burgos,Funes,48034,1873,782,864,227,1098,72,Biólogo,Mercadotecnia y publicidad,divorced,15,apartment,bunny,2,male,cat,,unknow,Golden Retriever,18,foster
Comment,Buffy,Republica de Irlanda,Soria,Maó,67092,3773,438,1477,1858,219,32,Farmacólogo,Tecnologías de la información y comunicación,married,19,duplex,dog,15,,,,,,0,
PublicationHelp,Vanesa,Republica Dominicana,Vizcaya,Priego de Córdoba,84732,2821,1811,60,950,536,14,Médico cirujano,"Negocios y administración, programas multidisciplinarios o generales",relationship,14,semi-detached house,bunny,12,nobinary,,,,,0,
Animal,Roy,India,Albacete,Badajoz,35938,3048,1096,179,1773,1679,99,Computista,Criminología,single,4,quadplex,hamster,20,female,hamster,,castrated_male,Ridgeback de Tailandia,16,unknown
PublicationHelp,Katie,Guinea Ecuatorial,Las Palmas de Gran Canaria,Huesca,61404,3265,834,1265,1166,339,77,Químico,Psicología,separated,10,detached house,dog,2,,,,,,0,
PublicationAdoption,Florence,Guinea Ecuatorial,Albacete,Simancas,12183,4098,1576,545,1977,216,33,,Bachillerato,,4,,cat,20,male,turtles,,intact_female,Sabueso Yugoslavo de Montaña,16,vet
Event,Randall,Argentina,Zamora,Martos,63231,2931,1084,56,1791,867,0,Paramédico,"Finanzas, banca y seguros",separated,9,ground floor,,6,female,,,,,0,
PublicationStray,Barry,Honduras,Zamora,Lebrija,79157,3110,1858,785,467,1823,16,Arquitecto,Administración y gestión de empresas,married,11,loft,cat,17,other,,,,,0,
Animal,Tom,Honduras,Las Palmas de Gran Canaria,Maó,31963,4449,1509,1272,1668,189,71,Paleontólogo,Economía,relationship,8,quadplex,cat,10,nobinary,snake,,castrated_male,Vizsla,10,foster
PublicationHelp,Joseph,Argentina,Formentera,Málaga,54191,4525,1470,1131,1924,1621,11,Carpintero,Trabajo y atención social,single,2,quadplex,snake,18,male,,,,,0,
Event,Moses,Paraguay,Cádiz,Canary Islands,74883,1615,196,224,1195,1758,28,,Administración y gestión de empresas,married,11,triplex,,13,male,,,,,0,
Animal,Louise,Pakistan,Ciudad Real,Pontevedra,57646,3026,1502,843,681,1222,49,Físico,Magisterio,relationship,15,,snake,8,,snake,yes,intact_female,Caniche Toy (Toy Poodle),16,adopted
PublicationStrayAddress,William,Guatemala,Huesca,San Martín del Rey Aurelio,94713,2151,544,264,1343,1926,91,Archivólogo,Negocios y comercio,single,6,detached house,,7,male,,,,,0,
PublicationAdoption,Patricia,India,Segovia,Pontevedra,92973,2915,1959,243,713,1785,36,Lechero,Mercadotecnia y publicidad,relationship,18,terraced house,snake,15,other,dog,,neutered_female,Cavalier King Charles Spaniel,9,other
Comment,Maria,Costa Rica,Soria,Madrid,26261,4063,1649,1153,1261,1121,28,Cerrajero,Administración y gestión de empresas,relationship,12,ground floor,cat,6,male,,,,,0,
PublicationAdoption,Patty,Nicaragua,Salamanca,Valdepeñas,12216,4389,1767,1794,828,267,9,Contador,Bellas artes,divorced,6,flat,other,4,nobinary,bunny,no,castrated_male,Norwich terrier,11,dead
PublicationAdoption,Douglas,Honduras,Badajoz,Cartagena,90208,3047,365,1859,823,903,63,Politólogo,Bellas artes,divorced,12,detached house,hamster,17,other,cat,,unknow,Samoyedo,5,sick
PublicationStray,Tianna,El Salvador,El Hierro,Cáceres,70864,2667,4,1881,782,883,18,Arquitecto,Ingeniería química,relationship,18,ground floor with garden,,10,nobinary,,,,,0,
PublicationHelp,Susan,Mexico,Albacete,Granada,93489,3756,910,1956,890,389,15,Historiador,Tecnologías de la información y comunicación,single,3,flat,,8,other,,,,,0,
Event,Dwight,Guatemala,Lanzarote,Navarra,31119,2458,1517,85,856,1722,65,Químico,Magisterio,single,0,ground floor,cat,3,nobinary,,,,,0,
PublicationStrayAddress,Wiley,Pakistan,Guadalajara,Zamora,63862,3042,1499,1199,344,312,98,Ingeniero,"Negocios y administración, programas multidisciplinarios o generales",separated,11,semi-detached house,turtles,20,,,,,,0,
Animal,Joseph,Reino Unido,Tenerife,Guadalajara,89804,1677,1440,60,177,120,8,Físico,Negocios y comercio,separated,17,quadplex,,11,,turtles,,unknow,Boyero de Entlebuch,6,other
PublicationHelp,Jenny,Colombia,Pontevedra,Lleida,37707,3164,1182,287,1695,1605,29,Archivólogo,Magisterio,separated,19,attic,hamster,2,nobinary,,,,,0,
PublicationAdoption,Curtis,Argentina,Zaragoza,Jaca,26511,4238,1320,1574,1344,38,41,Historiador,Psicología,married,11,ground floor with garden,snake,16,male,bunny,yes,castrated_male,Gran Munsterlander,18,dead
Comment,Nicole,Pakistan,Almería,Salamanca,57155,1586,313,72,1201,326,27,Politólogo,Administración y gestión de empresas,single,2,ground floor,,0,,,,,,0,
PublicationAdoption,Micheal,Guatemala,Huelva,Tarragona,62336,4873,1681,1655,1537,1650,66,Electricista,Sociología y antropología,single,10,studio,hamster,15,other,bunny,no,neutered_female,Boyero de Appenzell,12,adopted
PublicationStray,Ronald,Malta,Zaragoza,Trujillo,35747,3281,1643,1245,393,1847,21,Profesor,Negocios y comercio,separated,1,triplex,dog,0,,,,,,0,
PublicationHelp,Amanda,Singapur,Cuenca,Maó,41030,3592,146,1670,1776,1354,0,Profesor,Tecnologías de la información y comunicación,single,19,attic,,10,female,,,,,0,
PublicationStray,Isabel,Peru,Barcelona,Puerto Real,65490,3178,1672,444,1062,794,56,Profesor,Derecho,separated,4,triplex,other,3,male,,,,,0,
PublicationStrayAddress,Helen,Paraguay,A Coruña,Lebrija,93865,2392,821,365,1206,434,78,Paleontólogo,Mercadotecnia y publicidad,married,1,flat,other,1,other,,,,,0,
PublicationHelp,Leon,Costa Rica,Vizcaya,Huelva,68885,1707,923,734,50,104,10,,"Negocios y administración, programas multidisciplinarios o generales",single,18,attic,turtles,0,other,,,,,0,
PublicationHelp,Danielle,Uruguay,Ceuta,Hellín,44916,1098,581,202,315,1486,2,Psicólogo,Tecnología y protección del medio ambiente,married,16,attic,hamster,7,other,,,,,0,
PublicationStray,Twana,Francia,Barcelona,Catalonia,44221,3239,1882,193,1164,1498,11,Archivólogo,Negocios y comercio,separated,10,bungalows,snake,4,,,,,,0,
Comment,Joan,Uruguay,La Rioja,Zamora,26027,2691,92,785,1814,881,41,Paramédico,Psicología,,0,bungalows,snake,16,other,,,,,0,
PublicationStrayAddress,Herbert,Uruguay,Lérida,,50784,2518,6,774,1738,1267,23,Electricista,Tecnologías de la información y comunicación,relationship,13,bungalows,snake,14,female,,,,,0,
Event,Ella,Bolivia,Tarragona,Lorca,14598,2139,542,249,1348,805,96,,Bachillerato,relationship,19,semi-detached house,,4,female,,,,,0,
Animal,Sara,Venezuela,Huelva,Cartagena,82630,2358,618,1324,416,1164,78,Cocinero,Ingeniería Informatica,single,10,loft,dog,12,male,cat,yes,intact_female,Galgo Español,14,foster
Animal,Clara,Ecuador,Burgos,San Ildefonso,94256,2083,351,175,1557,1230,61,Sociólogo,Tecnologías de la información y comunicación,divorced,10,ground floor with garden,,0,female,hamster,unknown,intact_female,Schnauzer estándar,10,dead
Comment,Jeffrey,Peru,Santa Cruz de Tenerife,Irun,25475,2829,542,877,1410,898,6,Músico,Ingeniería química,,2,terraced house,hamster,5,,,,,,0,
PublicationStray,Ann,Malta,Asturias,Tortosa,85094,5149,1948,1245,1956,16,99,Biólogo,Contabilidad y fiscalización,,8,terraced house,,2,nobinary,,,,,0,
Animal,Linda,Nicaragua,Madrid,Córdoba,38251,1550,1262,244,44,1163,41,Lechero,Contabilidad y fiscalización,single,12,attic,hamster,20,other,bunny,unknown,intact_female,Vizsla,10,vet
PublicationStrayAddress,Linda,India,Cantabria,Gijón,79999,5005,1314,1880,1811,1635,94,Ingeniero,Tecnologías de la información y comunicación,,1,detached house,dog,15,nobinary,,,,,0,
